text,label
교환학생 하고 싶어요,12
교환학생 하고싶어,12
학교 페이지에서 교환학생에 대한 정보는 어디에 있나요.,12
교환학생가 무엇인가요,12
교환학생가 뭐야?,12
준비하고 있는 교환학생에 대한 자료를 알고 싶어요,12
교환학생 어떻게 해?,12
교환학생 어떻게 하나요?,12
교환학생 정보는 어디서 알 수 있나요?,12
교환학생 관련 정보는 어디있어?,12
교환학생가 알고싶습니다.,12
교환학생 하려면 어떻게 해야 하나요?,12
